url_length,domain_length,num_digits,num_dots,num_hyphens,has_https,num_subdirs,num_query_params,contains_login,contains_secure,contains_account,contains_update,contains_verify,label
29,21,5,3,0,1,0,0,0,0,0,0,0,0
47,20,16,3,0,1,4,0,0,0,0,0,0,0
46,16,16,2,0,1,3,1,0,0,0,0,0,1
38,20,11,3,0,1,2,0,0,0,0,0,0,1
30,22,5,3,0,1,0,0,0,1,0,0,0,0
33,20,8,3,0,1,1,0,0,0,0,0,0,0
51,26,15,3,0,1,2,1,0,0,0,0,0,0
54,19,21,3,0,1,4,1,0,0,0,0,0,1
45,20,15,3,0,1,2,1,0,0,0,0,0,1
50,16,18,2,0,1,4,1,0,0,0,1,0,1
34,14,10,2,0,1,1,1,0,0,0,0,0,1
32,17,10,2,0,1,0,1,0,0,0,0,0,1
47,24,14,3,0,1,3,0,0,0,0,0,0,0
43,20,14,3,0,1,3,0,0,0,0,0,0,0
41,22,11,3,0,1,1,1,0,0,0,0,0,1
51,17,18,2,0,1,4,1,0,0,1,0,0,0
42,23,11,3,0,1,1,1,0,0,0,0,0,1
42,19,12,3,0,1,3,0,0,0,0,0,0,1
46,18,15,2,0,1,4,0,0,0,0,0,0,0
57,23,24,3,0,0,4,1,0,0,0,0,0,0
29,21,4,3,0,1,0,0,0,0,0,1,0,0
46,19,16,3,0,1,4,0,0,0,0,0,0,1
41,23,11,3,0,1,2,0,0,0,1,0,0,1
47,25,13,3,0,1,3,0,0,0,0,0,0,1
26,12,6,2,0,0,0,1,0,0,0,0,0,0
57,22,21,3,0,1,4,1,0,0,0,1,0,1
38,19,11,3,0,0,1,1,0,0,0,0,0,1
50,22,17,3,0,1,4,0,0,0,0,0,0,0
46,17,19,2,0,0,3,1,0,0,0,0,0,0
34,19,8,3,0,1,0,1,0,0,0,0,0,0
46,22,15,3,0,0,2,1,0,0,0,0,0,0
41,19,11,2,0,1,3,0,0,0,0,0,0,1
45,15,16,2,0,1,3,1,1,0,0,0,0,0
37,22,9,3,0,1,0,1,0,0,0,0,0,0
31,18,6,2,0,1,1,0,0,0,0,0,0,0
48,14,19,2,0,0,4,1,0,0,0,0,0,0
40,22,11,3,0,1,2,0,0,1,0,0,0,0
24,16,3,2,0,1,0,0,0,1,0,0,0,0
38,20,11,3,0,1,2,0,0,0,0,0,0,0
39,21,11,3,0,1,2,0,1,0,0,0,0,0
32,19,7,3,0,1,1,0,0,0,0,0,0,0
30,17,6,2,0,1,1,0,0,0,0,1,0,1
29,16,6,2,0,1,1,0,0,0,0,0,0,0
46,19,17,3,0,0,4,0,0,0,0,0,0,0
21,13,3,2,0,1,0,0,0,0,0,0,0,0
33,15,9,2,0,1,2,0,0,0,0,0,0,1
37,18,10,3,0,1,1,1,0,0,0,0,0,1
40,21,11,3,0,1,1,1,0,0,0,0,0,1
37,17,13,2,0,1,1,1,0,0,0,0,0,1
51,16,19,2,0,1,4,1,0,0,0,0,0,1
42,22,11,3,0,1,1,1,0,0,0,1,0,1
35,16,10,2,0,0,1,1,0,0,0,0,0,0
45,16,16,2,0,0,3,1,0,1,0,0,0,1
46,14,17,2,0,0,4,1,0,0,0,0,0,1
44,19,13,2,0,0,4,0,0,0,0,0,0,0
35,18,8,2,0,0,2,0,0,0,0,0,0,0
37,20,11,3,0,0,2,0,0,0,0,0,0,1
31,16,9,2,0,1,0,1,0,0,0,0,0,1
48,21,17,3,0,0,4,0,0,0,0,0,0,0
40,22,11,3,0,1,2,0,0,0,0,0,0,0
30,22,5,3,0,1,0,0,0,0,0,0,0,1
47,19,15,2,0,1,4,0,0,0,0,0,0,1
36,16,10,2,0,1,1,1,0,0,0,0,0,0
48,18,16,2,0,1,3,1,0,0,0,0,0,0
45,16,16,2,0,0,3,1,0,0,0,0,0,0
29,21,5,3,0,1,0,0,0,0,0,0,0,0
28,20,5,3,0,1,0,0,0,0,0,0,0,1
30,22,5,3,0,1,0,0,0,0,0,0,0,1
55,22,19,3,0,0,4,1,0,0,0,0,0,1
30,22,5,3,0,1,0,0,0,0,0,1,0,0
22,14,3,2,0,1,0,0,0,0,0,0,0,1
37,16,11,2,0,0,3,0,0,0,0,1,0,1
48,14,18,2,0,1,4,1,0,0,0,0,0,0
48,22,16,3,0,0,4,0,0,0,0,0,0,0
39,21,11,3,0,1,2,0,0,0,0,0,0,1
48,24,14,3,0,1,2,1,0,0,0,0,0,1
49,20,17,3,0,1,3,1,0,0,0,0,0,0
27,15,6,2,0,0,1,0,0,0,0,0,0,0
41,22,11,3,0,0,1,1,0,0,0,1,0,1
50,15,19,2,0,1,4,1,1,0,0,0,0,1
41,20,12,3,0,1,3,0,0,0,0,0,0,1
47,22,15,3,0,1,2,1,0,0,0,1,0,1
42,22,12,3,0,1,1,1,0,0,0,0,0,0
34,21,8,3,0,1,1,0,0,0,0,0,0,0
46,16,16,2,0,1,3,1,0,0,0,1,0,1
40,23,13,3,0,0,2,0,0,0,0,0,0,1
28,15,6,2,0,1,1,0,0,0,0,0,0,0
52,22,18,3,0,1,3,1,0,0,0,0,0,1
46,17,18,2,0,1,3,1,0,0,0,0,0,1
49,22,16,3,0,1,4,0,0,0,0,0,0,0
41,23,11,3,0,1,2,0,0,0,0,1,0,1
38,20,11,3,0,1,2,0,0,0,0,0,0,0
44,22,14,3,0,0,3,0,0,0,0,0,0,0
35,22,8,3,0,1,1,0,0,0,0,0,0,1
56,22,21,3,0,0,4,1,0,0,0,0,0,1
41,23,14,3,0,1,2,0,0,0,0,0,0,0
39,16,12,2,0,1,3,0,0,0,0,1,0,0
53,18,19,2,0,1,4,1,0,0,1,0,0,1
28,20,5,3,0,1,0,0,0,0,0,0,0,1
48,23,18,3,0,1,2,1,0,0,0,0,0,0
42,22,12,3,0,1,1,1,0,0,0,1,0,0
35,20,9,3,0,1,0,1,0,0,0,0,0,1
47,12,18,2,0,1,4,1,0,0,0,0,0,1
54,22,19,3,0,0,4,1,0,0,0,0,0,0
37,22,9,3,0,1,0,1,0,1,0,0,0,0
46,23,14,3,0,1,3,0,0,0,0,1,0,1
40,21,12,3,0,0,1,1,1,0,0,0,0,0
36,21,9,3,0,1,0,1,1,0,0,0,0,0
39,19,11,3,0,1,1,1,0,0,0,0,0,0
55,20,21,3,0,1,4,1,0,0,0,0,0,1
37,18,10,2,0,0,1,1,0,0,0,0,0,1
39,21,11,3,0,1,2,0,1,0,0,0,0,0
24,17,3,2,0,0,0,0,0,0,0,1,0,1
41,14,14,2,0,1,4,0,0,0,0,0,0,0
43,18,13,3,0,1,2,1,0,0,0,0,0,0
44,22,13,3,0,1,3,0,0,0,0,0,0,1
37,21,10,3,0,0,2,0,0,0,0,0,0,1
29,14,7,2,0,1,0,1,0,0,0,0,0,1
48,21,17,3,0,0,4,0,0,0,0,0,0,1
45,15,15,2,0,1,3,1,0,0,0,0,0,0
45,15,16,2,0,1,3,1,1,0,0,0,0,1
37,22,9,3,0,1,0,1,0,0,0,0,0,0
32,19,8,3,0,1,1,0,0,0,0,0,0,1
25,17,3,2,0,1,0,0,0,1,0,0,0,1
51,23,17,3,0,1,4,0,0,1,0,0,0,0
41,16,13,2,0,1,2,1,0,0,0,0,0,1
48,14,19,2,0,0,4,1,0,0,0,0,0,0
44,16,14,2,0,1,3,1,0,1,0,0,0,0
51,24,16,3,0,1,4,0,0,0,0,0,0,0
48,19,16,3,0,1,3,1,0,0,0,0,0,0
46,22,14,3,0,1,2,1,0,0,0,1,0,0
33,20,8,3,0,1,1,0,0,0,0,0,0,0
45,22,14,3,0,1,3,0,0,0,0,0,0,0
48,24,15,3,0,0,2,1,0,0,0,0,0,1
39,16,12,2,0,1,3,0,0,0,0,0,0,0
45,21,14,3,0,1,2,1,0,0,0,0,0,1
31,14,8,2,0,1,2,0,0,0,0,0,0,1
40,22,11,3,0,1,2,0,0,0,0,0,0,0
44,21,13,3,0,1,3,0,0,1,0,0,0,1
35,22,8,3,0,1,1,0,0,1,0,0,0,1
46,21,14,3,0,1,2,1,0,1,0,0,0,0
44,13,16,2,0,0,4,1,0,0,0,0,0,1
54,24,18,3,0,1,3,1,0,0,0,0,0,1
49,21,17,3,0,1,4,0,0,0,0,0,0,1
40,21,11,3,0,1,1,1,0,0,0,0,0,1
29,14,7,2,0,1,0,1,0,0,0,0,0,0
53,19,20,3,0,1,4,1,0,0,0,0,0,1
41,16,13,2,0,1,2,1,0,1,0,0,0,0
36,19,9,3,0,0,2,0,1,0,0,0,0,1
27,14,6,2,0,1,1,0,0,0,0,0,0,0
52,18,18,2,0,1,4,1,0,0,0,0,0,1
27,19,4,3,0,1,0,0,0,0,0,0,0,1
52,22,18,3,0,1,3,1,0,0,0,0,0,0
34,22,8,3,0,0,1,0,1,0,0,0,0,1
41,25,10,3,0,0,2,0,0,0,0,0,0,0
35,23,8,3,0,0,1,0,0,1,0,0,0,1
28,21,5,3,0,0,0,0,0,0,0,0,0,0
43,15,15,2,0,0,3,1,1,0,0,0,0,0
23,15,3,2,0,1,0,0,1,0,0,0,0,1
30,22,5,3,0,1,0,0,0,0,0,0,0,0
39,22,11,3,0,0,2,0,0,0,0,1,0,0
30,14,7,2,0,1,2,0,0,0,0,0,0,1
37,22,9,3,0,1,0,1,0,1,0,0,0,1
36,22,9,3,0,0,0,1,0,0,0,0,0,0
56,21,21,3,0,1,4,1,0,0,0,0,0,1
42,14,13,2,0,1,4,0,0,0,0,1,0,1
36,13,11,2,0,1,3,0,0,0,0,0,0,0
47,17,19,2,0,1,3,1,0,0,0,0,0,0
22,15,3,2,0,0,0,0,0,0,0,0,0,0
28,13,7,2,0,1,0,1,0,0,0,0,0,0
23,15,3,2,0,1,0,0,1,0,0,0,0,1
43,23,15,3,0,1,1,1,0,0,0,0,0,0
39,14,13,2,0,1,2,1,0,0,0,0,0,1
49,19,17,3,0,1,3,1,0,0,0,0,0,0
59,24,24,3,0,1,4,1,0,0,0,0,0,1
44,21,14,3,0,1,3,0,0,0,0,0,0,0
44,24,12,3,0,1,1,1,0,0,0,0,0,1
56,22,20,3,0,1,4,1,0,0,0,0,0,1
50,20,18,3,0,1,3,1,0,0,0,0,0,1
39,22,11,3,0,0,2,0,0,0,0,0,0,0
53,23,21,3,0,1,3,1,0,0,0,0,0,0
40,18,11,2,0,1,3,0,0,0,0,0,0,0
44,19,14,3,0,1,2,1,0,0,0,0,0,1
36,17,9,2,0,1,1,1,0,0,0,0,0,0
50,25,15,3,0,1,2,1,0,0,0,0,0,1
49,19,18,3,0,1,3,1,0,0,0,0,0,0
33,13,10,2,0,1,1,1,0,0,0,0,0,1
40,22,11,3,0,1,2,0,0,0,0,0,0,1
48,14,19,2,0,0,4,1,0,0,0,0,0,0
44,16,15,2,0,1,4,0,0,0,0,0,0,0
36,21,9,3,0,1,0,1,1,0,0,0,0,0
21,13,3,2,0,1,0,0,0,0,0,0,0,1
34,14,10,2,0,1,1,1,0,0,0,0,0,1
41,17,15,2,0,1,2,1,0,0,0,0,0,1
40,25,9,3,0,1,0,1,0,0,0,0,0,1
52,23,20,3,0,1,3,1,0,0,0,0,0,1
35,20,8,3,0,1,0,1,0,0,0,0,0,1
36,23,11,3,0,1,1,0,0,0,0,0,0,0
46,20,16,3,0,0,4,0,0,0,0,0,0,1
35,20,9,3,0,1,0,1,0,0,0,0,0,0
29,21,4,3,0,1,0,0,0,0,0,0,0,1
47,22,15,3,0,1,2,1,0,1,0,0,0,1
23,15,2,2,0,1,0,0,0,0,0,1,0,1
41,22,12,3,0,0,1,1,0,1,0,0,0,1
44,14,16,2,0,1,3,1,0,0,0,0,0,1
39,19,11,3,0,1,1,1,0,0,0,0,0,1
47,24,17,3,0,1,3,0,0,0,0,0,0,0
30,23,5,3,0,0,0,0,0,1,0,0,0,0
40,17,12,2,0,1,3,0,0,0,0,1,0,1
36,13,12,2,0,1,3,0,0,0,0,0,0,1
44,22,14,3,0,0,3,0,0,0,0,1,0,1
44,21,13,3,0,1,3,0,0,0,0,1,0,1
43,19,14,3,0,1,2,1,0,0,0,0,0,0
48,18,16,2,0,1,3,1,0,0,0,0,0,0
58,24,20,3,0,1,4,1,0,0,0,0,0,0
45,22,14,3,0,1,3,0,0,0,0,0,0,1
29,14,7,2,0,1,0,1,0,0,0,0,0,1
43,16,14,2,0,1,4,0,0,1,0,0,0,1
25,17,3,2,0,1,0,0,0,0,0,0,0,1
48,13,19,2,0,1,4,1,0,0,0,0,0,0
50,23,19,3,0,1,4,0,0,0,0,0,0,1
33,15,9,2,0,1,2,0,1,0,0,0,0,0
33,16,9,2,0,0,2,0,1,0,0,0,0,1
40,15,13,2,0,1,2,1,0,0,0,0,0,0
31,23,8,3,0,1,0,0,0,0,0,0,0,0
44,20,14,3,0,1,2,1,0,0,0,0,0,0
28,20,4,3,0,1,0,0,0,0,0,0,0,0
55,20,21,3,0,1,4,1,0,0,0,0,0,1
41,19,14,3,0,0,3,0,0,0,0,0,0,0
48,25,14,3,0,1,3,0,0,0,0,0,0,1
37,15,12,2,0,0,3,0,0,0,0,0,0,1
47,20,16,3,0,1,4,0,0,0,0,0,0,0
25,18,4,3,0,0,0,0,0,0,0,0,0,1
50,16,18,2,0,0,4,1,0,0,0,0,0,1
50,20,18,3,0,1,3,1,0,0,0,0,0,1
41,16,13,2,0,1,2,1,1,0,0,0,0,1
29,16,5,2,0,1,1,0,0,0,1,0,0,1
41,19,13,3,0,0,3,0,0,0,0,0,0,0
23,16,3,2,0,0,0,0,0,0,0,0,0,0
27,19,5,3,0,1,0,0,0,0,0,0,0,1
28,14,7,2,0,0,0,1,0,0,0,0,0,0
36,18,8,2,0,1,2,0,0,0,0,0,0,1
37,24,8,3,0,1,1,0,0,0,0,0,0,0
36,13,11,2,0,1,2,1,0,0,0,0,0,1
26,15,5,2,0,0,1,0,0,0,0,0,0,1
36,21,9,3,0,1,0,1,0,0,0,0,0,0
43,20,14,3,0,0,2,1,0,0,0,0,0,0
57,22,21,3,0,1,4,1,0,0,0,1,0,0
42,14,15,2,0,1,4,0,0,0,0,0,0,0
29,14,7,2,0,1,0,1,0,0,0,0,0,1
38,22,10,3,0,0,2,0,0,0,0,1,0,0
45,20,15,3,0,1,2,1,0,0,0,0,0,0
49,15,18,2,0,1,4,1,1,0,0,0,0,1
48,19,17,3,0,1,3,1,0,0,0,0,0,0
45,15,14,2,0,1,3,1,0,0,1,0,0,0
50,20,18,3,0,1,3,1,0,0,0,0,0,0
44,14,16,2,0,1,3,1,0,0,0,0,0,1
45,25,12,3,0,1,1,1,0,0,0,0,0,0
44,21,14,3,0,1,3,0,1,0,0,0,0,1
45,22,14,3,0,1,3,0,0,0,0,0,0,1
45,22,14,3,0,1,3,0,0,1,0,0,0,0
47,23,18,3,0,0,2,1,0,0,0,0,0,1
32,19,7,3,0,1,1,0,0,0,0,0,0,1
55,20,21,3,0,1,4,1,0,0,0,0,0,1
33,16,8,2,0,1,2,0,0,1,0,0,0,1
43,20,14,3,0,1,3,0,0,0,0,0,0,0
51,24,15,3,0,1,3,1,0,0,1,0,0,1
52,23,17,3,0,1,3,1,0,0,0,0,0,1
34,19,8,3,0,1,0,1,0,0,0,0,0,1
44,19,15,3,0,1,2,1,0,0,0,0,0,0
47,20,16,3,0,1,4,0,0,0,0,0,0,1
43,19,12,2,0,1,2,1,0,0,0,0,0,0
33,14,10,2,0,0,1,1,0,0,0,0,0,1
57,24,18,3,0,1,4,1,0,0,0,0,0,0
45,15,16,2,0,1,3,1,0,0,0,0,0,0
53,24,17,3,0,1,3,1,0,0,0,0,0,1
36,23,8,3,0,1,1,0,0,0,1,0,0,0
36,16,10,2,0,1,1,1,0,0,0,0,0,1
56,21,20,3,0,1,4,1,0,0,0,0,0,1
51,21,18,3,0,1,3,1,0,0,0,0,0,1
30,15,7,2,0,1,0,1,0,0,0,0,0,0
48,23,15,3,0,1,2,1,0,0,1,0,0,1
24,16,3,2,0,1,0,0,0,0,0,0,0,1
50,23,19,3,0,1,4,0,0,0,0,0,0,1
36,23,8,3,0,1,1,0,0,0,0,0,0,0
25,17,3,2,0,1,0,0,0,0,0,1,0,0
27,15,5,2,0,0,1,0,0,1,0,0,0,1
50,16,19,2,0,0,4,1,0,0,0,0,0,0
44,16,15,2,0,1,4,0,0,0,0,0,0,1
28,20,5,3,0,1,0,0,0,0,0,0,0,1
58,23,21,3,0,1,4,1,0,0,0,1,0,0
51,21,17,3,0,1,3,1,0,0,0,0,0,1
42,24,11,3,0,1,2,0,0,0,0,0,0,1
42,22,12,3,0,1,1,1,0,0,0,0,0,0
34,21,8,3,0,1,1,0,0,0,0,0,0,0
